approx_kl,clip_fraction,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,std,value_loss,fps,time_elapsed,total_timesteps,iterations
0,0,0,0,0.00098884864,0,0,0,0,0,0,0,11264,0
0,0,0,0,0.0009887219200000001,0,0,0,0,0,0,0,11392,0
0,0,0,0,0.0009885952,0,0,0,0,0,0,0,11520,0
0,0,0,0,0.00098846848,0,0,0,0,0,0,0,11648,0
0,0,0,0,0.00098834176,0,0,0,0,0,0,0,11776,0
0,0,0,0,0.00098821504,0,0,0,0,0,0,0,11904,0
0,0,0,0,0.00098808832,0,0,0,0,0,0,0,12032,0
0,0,0,0,0.0009879616,0,0,0,0,0,0,0,12160,0
0,0,0,0,0.00098783488,0,0,0,0,0,0,0,12288,0
0,0,0,0,0.0009877081600000001,0,0,0,0,0,0,0,12416,0
0,0,0,0,0.00098758144,0,0,0,0,0,0,0,12544,0
0,0,0,0,0.00098745472,0,0,0,0,0,0,0,12672,0
0,0,0,0,0.000987328,0,0,0,0,0,0,0,12800,0
0,0,0,0,0.00098720128,0,0,0,0,0,0,0,12928,0
0,0,0,0,0.00098707456,0,0,0,0,0,0,0,13056,0
0,0,0,0,0.00098694784,0,0,0,0,0,0,0,13184,0
0,0,0,0,0.00098682112,0,0,0,0,0,0,0,13312,0
0,0,0,0,0.0009866944000000001,0,0,0,0,0,0,0,13440,0
0,0,0,0,0.00098656768,0,0,0,0,0,0,0,13568,0
0,0,0,0,0.00098644096,0,0,0,0,0,0,0,13696,0
0,0,0,0,0.00098631424,0,0,0,0,0,0,0,13824,0
0,0,0,0,0.00098618752,0,0,0,0,0,0,0,13952,0
0,0,0,0,0.0009860608,0,0,0,0,0,0,0,14080,0
0,0,0,0,0.00098593408,0,0,0,0,0,0,0,14208,0
0,0,0,0,0.0009858073599999999,0,0,0,0,0,0,0,14336,0
0,0,0,0,0.0009856806399999999,0,0,0,0,0,0,0,14464,0
0,0,0,0,0.00098555392,0,0,0,0,0,0,0,14592,0
0,0,0,0,0.0009854272,0,0,0,0,0,0,0,14720,0
0,0,0,0,0.00098530048,0,0,0,0,0,0,0,14848,0
0,0,0,0,0.00098517376,0,0,0,0,0,0,0,14976,0
0,0,0,0,0.00098504704,0,0,0,0,0,0,0,15104,0
0,0,0,0,0.00098492032,0,0,0,0,0,0,0,15232,0
0,0,0,0,0.0009847935999999999,0,0,0,0,0,0,0,15360,0
0,0,0,0,0.00098466688,0,0,0,0,0,0,0,15488,0
0,0,0,0,0.00098454016,0,0,0,0,0,0,0,15616,0
0,0,0,0,0.00098441344,0,0,0,0,0,0,0,15744,0
0,0,0,0,0.00098428672,0,0,0,0,0,0,0,15872,0
0,0,0,0,0.00098416,0,0,0,0,0,0,0,16000,0
0,0,0,0,0.00098403328,0,0,0,0,0,0,0,16128,0
0,0,0,0,0.0009839065599999998,0,0,0,0,0,0,0,16256,0
0,0,0,0,0.00098377984,0,0,0,0,0,0,0,16384,0
0,0,0,0,0.00098365312,0,0,0,0,0,0,0,16512,0
0,0,0,0,0.0009835264,0,0,0,0,0,0,0,16640,0
0,0,0,0,0.00098339968,0,0,0,0,0,0,0,16768,0
0,0,0,0,0.00098327296,0,0,0,0,0,0,0,16896,0
0,0,0,0,0.00098314624,0,0,0,0,0,0,0,17024,0
0,0,0,0,0.00098301952,0,0,0,0,0,0,0,17152,0
0,0,0,0,0.0009828928,0,0,0,0,0,0,0,17280,0
0,0,0,0,0.00098276608,0,0,0,0,0,0,0,17408,0
0,0,0,0,0.00098263936,0,0,0,0,0,0,0,17536,0
0,0,0,0,0.0009825126399999999,0,0,0,0,0,0,0,17664,0
0,0,0,0,0.00098238592,0,0,0,0,0,0,0,17792,0
0,0,0,0,0.0009822592,0,0,0,0,0,0,0,17920,0
0,0,0,0,0.00098213248,0,0,0,0,0,0,0,18048,0
0,0,0,0,0.00098200576,0,0,0,0,0,0,0,18176,0
0,0,0,0,0.00098187904,0,0,0,0,0,0,0,18304,0
0,0,0,0,0.00098175232,0,0,0,0,0,0,0,18432,0
0,0,0,0,0.0009816255999999998,0,0,0,0,0,0,0,18560,0
0,0,0,0,0.0009814988799999999,0,0,0,0,0,0,0,18688,0
0,0,0,0,0.0009813721600000001,0,0,0,0,0,0,0,18816,0
0,0,0,0,0.00098124544,0,0,0,0,0,0,0,18944,0
0,0,0,0,0.00098111872,0,0,0,0,0,0,0,19072,0
0,0,0,0,0.000980992,0,0,0,0,0,0,0,19200,0
0,0,0,0,0.00098086528,0,0,0,0,0,0,0,19328,0
0,0,0,0,0.00098073856,0,0,0,0,0,0,0,19456,0
0,0,0,0,0.0009806118399999998,0,0,0,0,0,0,0,19584,0
0,0,0,0,0.00098048512,0,0,0,0,0,0,0,19712,0
0,0,0,0,0.0009803584,0,0,0,0,0,0,0,19840,0
0,0,0,0,0.00098023168,0,0,0,0,0,0,0,19968,0
0,0,0,0,0.00098010496,0,0,0,0,0,0,0,20096,0
0,0,0,0,0.00097997824,0,0,0,0,0,0,0,20224,0
0,0,0,0,0.00097985152,0,0,0,0,0,0,0,20352,0
0,0,0,0,0.0009797248,0,0,0,0,0,0,0,20480,0
0,0,0,0,0.00097959808,0,0,0,0,0,0,0,20608,0
0,0,0,0,0.00097947136,0,0,0,0,0,0,0,20736,0
0,0,0,0,0.0009793446399999999,0,0,0,0,0,0,0,20864,0
0,0,0,0,0.00097921792,0,0,0,0,0,0,0,20992,0
0,0,0,0,0.0009790912,0,0,0,0,0,0,0,21120,0
0,0,0,0,0.00097896448,0,0,0,0,0,0,0,21248,0
0,0,0,0,0.00097883776,0,0,0,0,0,0,0,21376,0
0,0,0,0,0.00097871104,0,0,0,0,0,0,0,21504,0
0,0,0,0,0.00097858432,0,0,0,0,0,0,0,21632,0
0,0,0,0,0.0009784576,0,0,0,0,0,0,0,21760,0
0,0,0,0,0.0009783308799999999,0,0,0,0,0,0,0,21888,0
0,0,0,0,0.0009782041599999999,0,0,0,0,0,0,0,22016,0
0,0,0,0,0.00097807744,0,0,0,0,0,0,0,22144,0
0,0,0,0,0.00097795072,0,0,0,0,0,0,0,22272,0
0,0,0,0,0.000977824,0,0,0,0,0,0,0,22400,0
0,0,0,0,0.00097769728,0,0,0,0,0,0,0,22528,0
0,0,0,0,0.00097757056,0,0,0,0,0,0,0,22656,0
0,0,0,0,0.00097744384,0,0,0,0,0,0,0,22784,0
0,0,0,0,0.0009773171199999999,0,0,0,0,0,0,0,22912,0
0,0,0,0,0.0009771904,0,0,0,0,0,0,0,23040,0
0,0,0,0,0.00097706368,0,0,0,0,0,0,0,23168,0
0,0,0,0,0.00097693696,0,0,0,0,0,0,0,23296,0
0,0,0,0,0.00097681024,0,0,0,0,0,0,0,23424,0
0,0,0,0,0.00097668352,0,0,0,0,0,0,0,23552,0
0,0,0,0,0.0009765568,0,0,0,0,0,0,0,23680,0
0,0,0,0,0.0009764300799999999,0,0,0,0,0,0,0,23808,0
0,0,0,0,0.0009763033600000001,0,0,0,0,0,0,0,23936,0
0,0,0,0,0.0009761766400000001,0,0,0,0,0,0,0,24064,0
0,0,0,0,0.00097604992,0,0,0,0,0,0,0,24192,0
0,0,0,0,0.0009759232,0,0,0,0,0,0,0,24320,0
0,0,0,0,0.0009757964799999999,0,0,0,0,0,0,0,24448,0
0,0,0,0,0.00097566976,0,0,0,0,0,0,0,24576,0
0,0,0,0,0.0009755430400000001,0,0,0,0,0,0,0,24704,0
0,0,0,0,0.00097541632,0,0,0,0,0,0,0,24832,0
0,0,0,0,0.0009752896,0,0,0,0,0,0,0,24960,0
0,0,0,0,0.0009751628800000001,0,0,0,0,0,0,0,25088,0
0,0,0,0,0.00097503616,0,0,0,0,0,0,0,25216,0
0,0,0,0,0.00097490944,0,0,0,0,0,0,0,25344,0
0,0,0,0,0.0009747827199999999,0,0,0,0,0,0,0,25472,0
0,0,0,0,0.0009746560000000001,0,0,0,0,0,0,0,25600,0
0,0,0,0,0.0009745292800000001,0,0,0,0,0,0,0,25728,0
0,0,0,0,0.00097440256,0,0,0,0,0,0,0,25856,0
0,0,0,0,0.00097427584,0,0,0,0,0,0,0,25984,0
0,0,0,0,0.00097414912,0,0,0,0,0,0,0,26112,0
0,0,0,0,0.0009740224,0,0,0,0,0,0,0,26240,0
0,0,0,0,0.0009738956800000001,0,0,0,0,0,0,0,26368,0
0,0,0,0,0.00097376896,0,0,0,0,0,0,0,26496,0
0,0,0,0,0.0009736422400000001,0,0,0,0,0,0,0,26624,0
0,0,0,0,0.00097351552,0,0,0,0,0,0,0,26752,0
0,0,0,0,0.0009733888,0,0,0,0,0,0,0,26880,0
0,0,0,0,0.00097326208,0,0,0,0,0,0,0,27008,0
0,0,0,0,0.0009731353599999999,0,0,0,0,0,0,0,27136,0
0,0,0,0,0.0009730086400000001,0,0,0,0,0,0,0,27264,0
0,0,0,0,0.00097288192,0,0,0,0,0,0,0,27392,0
0,0,0,0,0.0009727552,0,0,0,0,0,0,0,27520,0
0,0,0,0,0.00097262848,0,0,0,0,0,0,0,27648,0
0,0,0,0,0.00097250176,0,0,0,0,0,0,0,27776,0
0,0,0,0,0.00097237504,0,0,0,0,0,0,0,27904,0
0,0,0,0,0.00097224832,0,0,0,0,0,0,0,28032,0
0,0,0,0,0.0009721216,0,0,0,0,0,0,0,28160,0
0,0,0,0,0.0009719948800000001,0,0,0,0,0,0,0,28288,0
0,0,0,0,0.00097186816,0,0,0,0,0,0,0,28416,0
0,0,0,0,0.00097174144,0,0,0,0,0,0,0,28544,0
0,0,0,0,0.00097161472,0,0,0,0,0,0,0,28672,0
0,0,0,0,0.000971488,0,0,0,0,0,0,0,28800,0
0,0,0,0,0.0009713612800000001,0,0,0,0,0,0,0,28928,0
0,0,0,0,0.00097123456,0,0,0,0,0,0,0,29056,0
0,0,0,0,0.00097110784,0,0,0,0,0,0,0,29184,0
0,0,0,0,0.0009709811200000001,0,0,0,0,0,0,0,29312,0
0,0,0,0,0.0009708544,0,0,0,0,0,0,0,29440,0
0,0,0,0,0.00097072768,0,0,0,0,0,0,0,29568,0
0,0,0,0,0.00097060096,0,0,0,0,0,0,0,29696,0
0,0,0,0,0.00097047424,0,0,0,0,0,0,0,29824,0
0,0,0,0,0.0009703475200000001,0,0,0,0,0,0,0,29952,0
0,0,0,0,0.0009702208,0,0,0,0,0,0,0,30080,0
0,0,0,0,0.00097009408,0,0,0,0,0,0,0,30208,0
0,0,0,0,0.00096996736,0,0,0,0,0,0,0,30336,0
0,0,0,0,0.00096984064,0,0,0,0,0,0,0,30464,0
0,0,0,0,0.0009697139200000001,0,0,0,0,0,0,0,30592,0
0,0,0,0,0.0009695872,0,0,0,0,0,0,0,30720,0
0,0,0,0,0.00096946048,0,0,0,0,0,0,0,30848,0
0,0,0,0,0.0009693337600000001,0,0,0,0,0,0,0,30976,0
0,0,0,0,0.00096920704,0,0,0,0,0,0,0,31104,0
0,0,0,0,0.00096908032,0,0,0,0,0,0,0,31232,0
0,0,0,0,0.0009689535999999999,0,0,0,0,0,0,0,31360,0
0,0,0,0,0.0009688268800000001,0,0,0,0,0,0,0,31488,0
0,0,0,0,0.0009687001600000001,0,0,0,0,0,0,0,31616,0
0,0,0,0,0.00096857344,0,0,0,0,0,0,0,31744,0
0,0,0,0,0.00096844672,0,0,0,0,0,0,0,31872,0
0,0,0,0,0.0009683199999999999,0,0,0,0,0,0,0,32000,0
0,0,0,0,0.00096819328,0,0,0,0,0,0,0,32128,0
0,0,0,0,0.0009680665600000001,0,0,0,0,0,0,0,32256,0
0,0,0,0,0.00096793984,0,0,0,0,0,0,0,32384,0
0,0,0,0,0.00096781312,0,0,0,0,0,0,0,32512,0
0,0,0,0,0.0009676864,0,0,0,0,0,0,0,32640,0
0,0,0,0,0.00096755968,0,0,0,0,0,0,0,32768,0
0,0,0,0,0.00096743296,0,0,0,0,0,0,0,32896,0
0,0,0,0,0.00096730624,0,0,0,0,0,0,0,33024,0
0,0,0,0,0.0009671795200000001,0,0,0,0,0,0,0,33152,0
0,0,0,0,0.0009670528000000001,0,0,0,0,0,0,0,33280,0
0,0,0,0,0.00096692608,0,0,0,0,0,0,0,33408,0
0,0,0,0,0.00096679936,0,0,0,0,0,0,0,33536,0
0,0,0,0,0.00096667264,0,0,0,0,0,0,0,33664,0
0,0,0,0,0.00096654592,0,0,0,0,0,0,0,33792,0
0,0,0,0,0.0009664192000000001,0,0,0,0,0,0,0,33920,0
0,0,0,0,0.00096629248,0,0,0,0,0,0,0,34048,0
0,0,0,0,0.0009661657600000001,0,0,0,0,0,0,0,34176,0
0,0,0,0,0.00096603904,0,0,0,0,0,0,0,34304,0
0,0,0,0,0.00096591232,0,0,0,0,0,0,0,34432,0
0,0,0,0,0.0009657856,0,0,0,0,0,0,0,34560,0
0,0,0,0,0.0009656588799999999,0,0,0,0,0,0,0,34688,0
0,0,0,0,0.0009655321600000001,0,0,0,0,0,0,0,34816,0
0,0,0,0,0.00096540544,0,0,0,0,0,0,0,34944,0
0,0,0,0,0.00096527872,0,0,0,0,0,0,0,35072,0
0,0,0,0,0.000965152,0,0,0,0,0,0,0,35200,0
0,0,0,0,0.00096502528,0,0,0,0,0,0,0,35328,0
0,0,0,0,0.00096489856,0,0,0,0,0,0,0,35456,0
0,0,0,0,0.0009647718400000001,0,0,0,0,0,0,0,35584,0
0,0,0,0,0.00096464512,0,0,0,0,0,0,0,35712,0
0,0,0,0,0.0009645184000000001,0,0,0,0,0,0,0,35840,0
0,0,0,0,0.00096439168,0,0,0,0,0,0,0,35968,0
0,0,0,0,0.00096426496,0,0,0,0,0,0,0,36096,0
0,0,0,0,0.00096413824,0,0,0,0,0,0,0,36224,0
0,0,0,0,0.00096401152,0,0,0,0,0,0,0,36352,0
0,0,0,0,0.0009638848000000001,0,0,0,0,0,0,0,36480,0
0,0,0,0,0.00096375808,0,0,0,0,0,0,0,36608,0
0,0,0,0,0.00096363136,0,0,0,0,0,0,0,36736,0
0,0,0,0,0.0009635046400000001,0,0,0,0,0,0,0,36864,0
0,0,0,0,0.00096337792,0,0,0,0,0,0,0,36992,0
0,0,0,0,0.0009632512,0,0,0,0,0,0,0,37120,0
0,0,0,0,0.00096312448,0,0,0,0,0,0,0,37248,0
0,0,0,0,0.00096299776,0,0,0,0,0,0,0,37376,0
0,0,0,0,0.0009628710400000001,0,0,0,0,0,0,0,37504,0
0,0,0,0,0.00096274432,0,0,0,0,0,0,0,37632,0
0,0,0,0,0.0009626176,0,0,0,0,0,0,0,37760,0
0,0,0,0,0.0009624908799999999,0,0,0,0,0,0,0,37888,0
0,0,0,0,0.00096236416,0,0,0,0,0,0,0,38016,0
0,0,0,0,0.0009622374400000001,0,0,0,0,0,0,0,38144,0
0,0,0,0,0.00096211072,0,0,0,0,0,0,0,38272,0
0,0,0,0,0.000961984,0,0,0,0,0,0,0,38400,0
0,0,0,0,0.0009618572800000001,0,0,0,0,0,0,0,38528,0
0,0,0,0,0.00096173056,0,0,0,0,0,0,0,38656,0
0,0,0,0,0.00096160384,0,0,0,0,0,0,0,38784,0
0,0,0,0,0.0009614771199999999,0,0,0,0,0,0,0,38912,0
0,0,0,0,0.0009613504000000001,0,0,0,0,0,0,0,39040,0
0,0,0,0,0.0009612236800000001,0,0,0,0,0,0,0,39168,0
0,0,0,0,0.00096109696,0,0,0,0,0,0,0,39296,0
0,0,0,0,0.00096097024,0,0,0,0,0,0,0,39424,0
0,0,0,0,0.0009608435199999999,0,0,0,0,0,0,0,39552,0
0,0,0,0,0.0009607168,0,0,0,0,0,0,0,39680,0
0,0,0,0,0.0009605900800000001,0,0,0,0,0,0,0,39808,0
0,0,0,0,0.00096046336,0,0,0,0,0,0,0,39936,0
0,0,0,0,0.00096033664,0,0,0,0,0,0,0,40064,0
0,0,0,0,0.00096020992,0,0,0,0,0,0,0,40192,0
0,0,0,0,0.0009600832,0,0,0,0,0,0,0,40320,0
0,0,0,0,0.00095995648,0,0,0,0,0,0,0,40448,0
0,0,0,0,0.00095982976,0,0,0,0,0,0,0,40576,0
0,0,0,0,0.0009597030400000001,0,0,0,0,0,0,0,40704,0
0,0,0,0,0.0009595763200000001,0,0,0,0,0,0,0,40832,0
0,0,0,0,0.0009594496,0,0,0,0,0,0,0,40960,0
0,0,0,0,0.00095932288,0,0,0,0,0,0,0,41088,0
0,0,0,0,0.00095919616,0,0,0,0,0,0,0,41216,0
0,0,0,0,0.00095906944,0,0,0,0,0,0,0,41344,0
0,0,0,0,0.0009589427200000001,0,0,0,0,0,0,0,41472,0
0,0,0,0,0.000958816,0,0,0,0,0,0,0,41600,0
0,0,0,0,0.0009586892800000001,0,0,0,0,0,0,0,41728,0
0,0,0,0,0.00095856256,0,0,0,0,0,0,0,41856,0
0,0,0,0,0.00095843584,0,0,0,0,0,0,0,41984,0
0,0,0,0,0.00095830912,0,0,0,0,0,0,0,42112,0
0,0,0,0,0.0009581823999999999,0,0,0,0,0,0,0,42240,0
0,0,0,0,0.0009580556800000001,0,0,0,0,0,0,0,42368,0
0,0,0,0,0.00095792896,0,0,0,0,0,0,0,42496,0
0,0,0,0,0.00095780224,0,0,0,0,0,0,0,42624,0
0,0,0,0,0.00095767552,0,0,0,0,0,0,0,42752,0
0,0,0,0,0.0009575488,0,0,0,0,0,0,0,42880,0
0,0,0,0,0.00095742208,0,0,0,0,0,0,0,43008,0
0,0,0,0,0.0009572953600000001,0,0,0,0,0,0,0,43136,0
0,0,0,0,0.00095716864,0,0,0,0,0,0,0,43264,0
0,0,0,0,0.0009570419200000001,0,0,0,0,0,0,0,43392,0
0,0,0,0,0.0009569152,0,0,0,0,0,0,0,43520,0
0,0,0,0,0.00095678848,0,0,0,0,0,0,0,43648,0
0,0,0,0,0.00095666176,0,0,0,0,0,0,0,43776,0
0,0,0,0,0.0009565350400000001,0,0,0,0,0,0,0,43904,0
0,0,0,0,0.0009564083200000001,0,0,0,0,0,0,0,44032,0
0,0,0,0,0.0009562816,0,0,0,0,0,0,0,44160,0
0,0,0,0,0.00095615488,0,0,0,0,0,0,0,44288,0
0,0,0,0,0.00095602816,0,0,0,0,0,0,0,44416,0
0,0,0,0,0.00095590144,0,0,0,0,0,0,0,44544,0
0,0,0,0,0.00095577472,0,0,0,0,0,0,0,44672,0
0,0,0,0,0.000955648,0,0,0,0,0,0,0,44800,0
0,0,0,0,0.00095552128,0,0,0,0,0,0,0,44928,0
0,0,0,0,0.0009553945600000001,0,0,0,0,0,0,0,45056,0
0,0,0,0,0.00095526784,0,0,0,0,0,0,0,45184,0
0,0,0,0,0.00095514112,0,0,0,0,0,0,0,45312,0
0,0,0,0,0.0009550143999999999,0,0,0,0,0,0,0,45440,0
0,0,0,0,0.00095488768,0,0,0,0,0,0,0,45568,0
0,0,0,0,0.0009547609600000001,0,0,0,0,0,0,0,45696,0
0,0,0,0,0.00095463424,0,0,0,0,0,0,0,45824,0
0,0,0,0,0.00095450752,0,0,0,0,0,0,0,45952,0
0,0,0,0,0.0009543808000000001,0,0,0,0,0,0,0,46080,0
0,0,0,0,0.00095425408,0,0,0,0,0,0,0,46208,0
0,0,0,0,0.00095412736,0,0,0,0,0,0,0,46336,0
0,0,0,0,0.00095400064,0,0,0,0,0,0,0,46464,0
0,0,0,0,0.0009538739200000001,0,0,0,0,0,0,0,46592,0
0,0,0,0,0.0009537472000000001,0,0,0,0,0,0,0,46720,0
0,0,0,0,0.00095362048,0,0,0,0,0,0,0,46848,0
0,0,0,0,0.00095349376,0,0,0,0,0,0,0,46976,0
0,0,0,0,0.0009533670399999999,0,0,0,0,0,0,0,47104,0
0,0,0,0,0.00095324032,0,0,0,0,0,0,0,47232,0
0,0,0,0,0.0009531136000000001,0,0,0,0,0,0,0,47360,0
0,0,0,0,0.00095298688,0,0,0,0,0,0,0,47488,0
0,0,0,0,0.00095286016,0,0,0,0,0,0,0,47616,0
0,0,0,0,0.00095273344,0,0,0,0,0,0,0,47744,0
0,0,0,0,0.00095260672,0,0,0,0,0,0,0,47872,0
0,0,0,0,0.00095248,0,0,0,0,0,0,0,48000,0
0,0,0,0,0.00095235328,0,0,0,0,0,0,0,48128,0
0,0,0,0,0.0009522265600000001,0,0,0,0,0,0,0,48256,0
0,0,0,0,0.0009520998400000001,0,0,0,0,0,0,0,48384,0
0,0,0,0,0.00095197312,0,0,0,0,0,0,0,48512,0
0,0,0,0,0.0009518464,0,0,0,0,0,0,0,48640,0
0,0,0,0,0.00095171968,0,0,0,0,0,0,0,48768,0
0,0,0,0,0.00095159296,0,0,0,0,0,0,0,48896,0
0,0,0,0,0.0009514662400000001,0,0,0,0,0,0,0,49024,0
0,0,0,0,0.00095133952,0,0,0,0,0,0,0,49152,0
0,0,0,0,0.0009512128000000001,0,0,0,0,0,0,0,49280,0
0,0,0,0,0.00095108608,0,0,0,0,0,0,0,49408,0
0,0,0,0,0.00095095936,0,0,0,0,0,0,0,49536,0
0,0,0,0,0.00095083264,0,0,0,0,0,0,0,49664,0
0,0,0,0,0.0009507059199999999,0,0,0,0,0,0,0,49792,0
0,0,0,0,0.0009505792000000001,0,0,0,0,0,0,0,49920,0
0,0,0,0,0.00095045248,0,0,0,0,0,0,0,50048,0
0,0,0,0,0.00095032576,0,0,0,0,0,0,0,50176,0
0,0,0,0,0.00095019904,0,0,0,0,0,0,0,50304,0
0,0,0,0,0.00095007232,0,0,0,0,0,0,0,50432,0
0,0,0,0,0.0009499456,0,0,0,0,0,0,0,50560,0
0,0,0,0,0.00094981888,0,0,0,0,0,0,0,50688,0
0,0,0,0,0.00094969216,0,0,0,0,0,0,0,50816,0
0,0,0,0,0.0009495654400000001,0,0,0,0,0,0,0,50944,0
0,0,0,0,0.00094943872,0,0,0,0,0,0,0,51072,0
